STRATUM;ISCEDO;MISCED;FISCED;DURECEC;REPEAT;ESCS;UNDREM;METASUM;HOMEPOS;CULTPOSS;HEDRES;WEALTH;ICTRES;DIRINS;PERFEED;EMOSUPS;TEACHINT;JOYREAD;ATTLNACT;COMPETE;WORKMAST;GFOFAIL;EUDMO;SWBP;RESILIENCE;GCSELFEFF;DISCRIM;BELONG;BEINGBULLIED;CURSUPP;EMOSUPP;JOYREADP;PV1MATH;PV1SCIE
PRT0008;1;1;1;4;0;-1,9643;-,25;-,18;-,7064;-,1124;-,6853;-,7906;-1,1266;,0054;,6398;,6364;-,6414;,0127;-,6583;-,9792;,9982;-,3799;,9759;,6502;1,1777;-,5029;-1,1549;-,0264;-,7823;-,0922;,739;-,9295;423,545;490,527
PRT0008;1;6;6;0;0;,8918;1,15;,98;,4661;,7789;1,1793;-,0293;-,1536;,373;,5121;,6364;,1744;-,3571;1,0844;,1956;1,1448;,052;1,7411;,3385;,4152;-,6523;-,5252;-,0553;-,7823;,4746;,0721;,7098;541,744;567,004
PRT0008;1;2;3;3;0;-1,2212;,45;-1,72;-,965;-,5466;-,6853;-,597;-,5742;-1,3315;-1,1311;-,6576;-,8262;-1,1285;1,0844;-,6888;-,1015;-,687;-,9827;,7301;-,5117;-,9477;-1,1549;,7289;-,7823;-1,1385;,0721;,0327;587,097;504,688
PRT0008;1;2;1;3;0;-1,3782;,45;,59;-,458;-,5466;-,6853;,2521;-,349;-,7874;-,1625;-1,3939;-1,471;-,7077;1,0844;,6314;,5693;,176;-2,1464;-,5928;-,8308;-,2759;-,1899;,3241;-,7823;-,7076;-,5553;1,369;448,175;443,691
PRT0008;1;4;6;2;0;,1948;,45;,21;-,3255;-,0521;,0477;-,6688;-,1536;-,1809;-1,6391;1,0346;1,8245;,4444;1,0844;-2,345;-,1015;1,8905;,2621;-,5928;-,5319;,1904;-,4235;,9683;,8233;,6218;,739;,7098;618,314;576,136
PRT0008;1;6;2;99;0;1,212;,8;,59;,5875;,074;-,9165;,9745;,4018;-1,3309;,299;,6364;,2595;-,5831;1,0844;,7871;-,1015;-,13;,2621;-,5928;-,8109;-,3641;,5881;,4829;,2907;1,2852;,0721;,3075;487,253;514,887
PRT0008;1;4;4;1;0;,1262;1,5;,59;,7801;,7789;-,1357;,4206;,3875;,7198;1,251;1,0346;,9075;2,6131;1,0844;-1,7664;,9982;-,687;-,267;1,2386;,3858;,9683;-,6615;,6818;-,7823;,7;,739;,7098;585,848;640,126
PRT0008;3;99;99;2;0;-1,3771;-,25;-,18;-,1035;-,1075;1,1793;-,118;,333;-,5794;-,3253;-2,0851;-,2934;-,6146;,443;,1956;-,7233;-,687;-,569;-,5928;-,4909;-,5805;-1,1549;-,445;-,7823;,6771;,739;-,2938;410,916;415,154
PRT0008;1;6;4;2;0;,7316;,45;,21;,3345;-,0168;1,1793;,5268;,333;-1,5297;-1,1311;1,0346;-1,2245;-,9016;1,0844;1,1811;-,1015;,1097;-,6232;-,5928;-,0614;,4009;-1,1549;,9423;-,7823;,3249;,739;,3075;665,536;614,656
PRT0008;3;2;1;1;0;-1,8869;,45;,21;-1,5585;-1,7773;-1,5532;-,6802;-1,7005;1,1049;,6796;1,0346;1,3209;-1,0555;,0281;-1,1741;,9982;-1,8939;,0153;1,2386;1,59;,6836;-,2861;,9517;-,7823;,0698;,739;-1,2799;550,733;511,866
PRT0008;1;2;2;2;1;-1,6752;1,5;,98;-1,1731;-,3834;-,9779;-1,0574;-1,2275;,286;-,6555;,6402;1,3209;-,6535;,0281;,7871;-,6545;,052;-,9827;-,5928;-,0614;-,3378;-,4235;,9423;-,7823;99;-,5553;-2,2655;525,99;487,699
PRT0008;1;5;2;2;0;,0226;-,6;,21;-,333;,1655;-1,0118;-,484;-,6068;,5837;,5121;1,0346;-,2061;-,3253;-,6583;-1,1741;-,772;-1,8939;1,0763;1,2386;1,6219;,0535;-1,1549;,4846;-,7823;,2419;,739;-,4272;568,839;569,108
PRT0008;1;0;1;1;0;-1,6597;,1;,59;,147;,2263;-,1357;,0277;-,349;,3737;,5121;-1,0691;-,3449;,0127;,443;1,1811;,6291;,052;-,9827;-,5928;,4152;-,648;-1,1549;-,3184;-,7823;,7288;,739;1,369;582,792;531,486
PRT0008;1;2;0;4;0;-1,1999;,45;,98;,1404;-,0999;1,1793;-,0674;,0895;1,1049;,5121;1,0346;,6797;1,4205;1,0844;-,4112;1,8164;-,687;,2621;-,5928;-,4684;,1092;-1,1549;-,6765;-,7823;-,2728;,739;-,2938;671,254;646,666
PRT0008;1;6;6;5;0;1,0831;1,15;-,18;,3819;,3001;-,6853;,5268;,1042;-1,7471;-,99;1,0346;-,7972;,6523;1,0844;,7262;,5693;,052;-,1652;,1038;-,0136;-,0146;-,3896;,1634;-,7823;-,1056;-,6796;,7098;595,564;587,478
PRT0008;1;2;2;99;0;-1,2306;1,5;,59;-,0354;-,175;-,1357;,2521;-,349;-,0706;,7743;,3586;1,3209;-,2704;-2,059;,992;,6291;-1,4869;,9269;1,2386;2,3693;,9683;-1,1549;-3,2367;-,7823;-,0157;,739;-1,2085;544,495;421,091
PRT0008;1;1;3;99;0;-,4374;1,5;,59;,0404;,444;1,1793;-,4194;-,1536;-,2087;-,99;1,0346;,1744;,8628;1,0844;,7871;,5693;-,3799;-,1652;,7301;-,0328;,6326;-1,1549;,4766;-,7823;,9249;,739;2,2623;581,125;565,595
PRT0008;1;4;0;2;0;-,3381; ;-,18;,2259;,5159;,0477;-,1651;-,1536;,0054;99;1,0346;,6797;,7789;-,6583;-,9792;-,1015;,4637;1,7411;1,2386;-,8738;,0346;,4256;-,3184;-,7823;1,5823;,739;,9491;400,244;395,569
PRT0008;3;4;2;5;0;-,5122;1,15;,59;-,8569;-,522;-,1357;-,6524;-,349;1,1049;,0728;1,0346;-,8687;-,8176;1,0844;,1244;,9982;-,687;,2621;1,2386;-,4684;,6326;-,6615;2,7249;,2907;1,0802;,739;,3075;582,441;673,094
PRT0008;1;1;2;4;0;-1,4497;-,94;-,57;-,4405;,2263;-1,2793;-,4066;-,3205;-,0424;,5121;1,0346;,1744;,0127;1,0844;,1956;-,1015;-1,8939;,8126;1,2386;1,1262;-,9477;-1,1549;-,0358;-,7823;1,1457;,739;,4072;513,142;483,435
PRT0008;1;5;2;3;0;-,2308;,45;-,18;,4512;,1655;-,1357;,2261;,1042;1,8202;,7743;1,0346;,9276;2,6131;,0281;-2,345;,487;1,0109;-2,1464;,1869;-,7737;,6512;,2143;-,6881;,2907;,6924;,0721;2,2623;509,563;500,03
PRT0008;1;4;6;3;0;-,0313;-,25;,59;-,2445;,3001;-,6853;-,3703;-,7308;-1,0994;-,6555;1,0346;-,6079;-,5753;1,0844;-,2047;-,772;,8794;,2621;,1869;-,4684;-,9477;-1,1549;-,3184;-,7823;-,0296;-1,7606;1,369;421,92;431,946
PRT0008;1;6;6;2;0;-,0953;,8;1,36;-,4492;-,522;1,1793;-,3959;,333;-,1809;-,3253;1,0346;,1744;,7942;1,0844;1,1811;,487;-1,8939;,8126;1,2386;,4152;-,2475;-1,1549;,6818;-,7823;,784;,0721;-,9426;498,434;481,558
PRT0008;1;6;6;3;0;1,0289;-,6;1,36;,0598;-,136;-,1357;,3013;-,112;-,2546;,299;1,0346;,1744;-1,352;,4667;2,0054;-,6545;,4637;,2621;-,5928;-,4684;-,4561;-,2861;,3173;-,7823;1,0457;,739;-1,4129;687,663;702,326
PRT0008;1;6;6;99;0;1,0636;-1,64;-1,72;,8791;,2383;-,1357;1,1505;,2604;-,0424;-,6555;1,0346;-1,0615;-1,793;-2,5375;2,0054;1,8164;-1,8939;99;1,2386;2,3693;2,3535;3,1825;,705;-,7823;99;99;99;436,67;509,547
PRT0008;1;4;1;3;0;-,7949; ;-,57;-,0297;,3001;-,6853;-,1671;-,239;-1,3302;-1,6391;-1,0657;-,8262;,221;,0083;-,5707;-,1015;1,8905;-,9827;-,5928;-1,0746;,7379;,5881;-,0845;,2907;,097;-1,7606;1,369;610,527;506,748
PRT0011;1;6;6;3;0;,1156;,45;,59;-,5154;-,2634;-,6853;-,1864;-1,2275;,6532;,5121;,2169;-,2934;1,0781;1,0844;,6314;,487;1,8905;-,569;-,5928;-,8109;1,0789;-,5252;-,5707;,7703;99;99;99;529,818;513,514
PRT0011;1;6;6;3;0;1,5048;,8;,98;1,2434;,3851;-,1357;1,4779;,7693;-1,6464;-1,6391;1,0346;,2598;,6523;1,0844;-,2661;-,772;-1,4869;-,523;-,5928;-,0806;-,0064;-1,1549;,6818;-,7823;,594;,739;1,369;742,704;762,015
PRT0011;1;6;6;3;1;,6395;-1,64;-1,72;-,4755;,5695;-1,3835;-,7461;-2,1907;-,1348;-,3253;-,6576;,1744;-,6896;,4626;,3709;,1187;,4637;,2621;,2659;-,0614;,1904;1,3527;,053;3,8591;99;99;99;349,885;384,271
PRT0011;1;6;5;4;0;,4787;-,25;,59;,1764;,7789;-,1357;-,4418;,1042;,0836;,1726;99;1,8245;,4627;1,0844;2,0054;,9982;-1,4869;,2621;-,5928;,4558;1,6463;99;-,1858;99;2,6855;,739;2,2623;528,457;539,361
PRT0011;1;6;2;3;0;,68;1,15;,59;-,3041;-,175;,6763;-,352;-,379;,4301;2,0165;1,0346;,1744;,0127;1,0844;-1,7009;1,1448;,1097;,2621;1,2386;-,5782;-,3904;,1265;,0334;-,7823;1,1457;,739;,7098;546,883;470,943
PRT0011;1;3;3;99;0;-,1927;-1,64;-1,72;,3249;1,8733;-,1357;,0117;-,6068;-1,3315;-,3253;,5029;-,8547;-,4389;-,6583;1,1811;-,1015;-,9823;1,348;1,2386;1,5024;,1904;,1265;,3241;-,7823;1,2448;,739;-,5589;561,627;549,844
PRT0011;1;5;99;2;0;-,6425; ; ;-,4711;-,2001;-,6853;-,484;-,6068;-,4616;-,3253;-1,1817;-1,0615;,2694;1,0844;-,4112;,5693;-,1558;-,6723;-,5928;-,8109;,7024;,7094;-,5635;-,7823;-1,7813;-,4858;,9491;468,775;508,56
PRT0011;1;2;3;99;0;-,8392;,45;-1,72;-1,0232;-,522;-,6853;-,9568;-,8794;-,4339;-1,6391;1,0346;,1744;-,1886;1,0844;-2,345;-,1015;-1,8939;-,6723;-,5928;-,0614;-,2567;-1,1549;-,445;,7703;-,1333;-,6796;,3075;479,427;467,674
PRT0011;1;4;2;5;0;-,3126;1,15;,98;-,355;-,5466;-,6853;,088;-,14;-,7139;-1,6391;99;,9684;1,7513;1,0844;-1,3898;,7068;1,1422;-,4276;-,5928;-,096;,5035;99;-,0358;99;,1106;,739;,0901;529,432;514,677
PRT0011;1;6;2;5;0;,9275;,1;,59;1,0786;1,8733;1,1793;,5432;,0895;1,1049;,7743;1,0346;,6797;2,6131;1,0844;-,2661;-,1015;,8207;-,267;1,2386;-,0614;,6686;-,6615;,6818;-,7823;,6771;,739;,0327;522,128;499,949
PRT0011;1;6;6;3;0;1,2211;-1,64; ;,63;,074;1,1793;,8695;-,125;,8667;,299;,3622;,2215;-,1042;1,0844;,571;-,772;,1097;,2621;-,5928;-,5176;-,4561;,5881;-,3184;-,7823;1,3171;,739;,3075;566,67;531,61
PRT0011;1;6;3;4;0;1,0509;-1,64;-1,72;,3937;1,8733;,0477;-,0088;-,1536;1,8202;2,0165;1,0346;1,8245;1,2316;-,6583;-,9792;-,6545;-,687;-,569;1,2386;-,4684;-,1017;,5881;,4951;-,7823;1,9457;,739;1,2659;456,796;537,82
PRT0011;1;5;4;4;0;1,1103;,45;-,57;1,2534;1,8733;1,1793;,7455;1,2943;-1,7085;-,6555;,3622;-1,1017;-,5581;,4667;-,2047;1,1448;1,8905;,2621;,1038;1,6438;,8616;-,2021;-,7554;,2907;,0506;,739;,7828;674,048;601,254
PRT0011;1;6;6;2;1;,962;-1,64;-1,72;,2867;-,2303;1,1793;,4147;,333;,4301;-,6555;-1,2973;,3684;-2,7114;1,0844;2,0054;-1,7581;1,8905;,7522;1,2386;-,9877;-1,6412;-,6615;2,7249;-,7823;-,0144;,0721;2,2623;417,807;490,416
PRT0011;1;5;5;2;1;,0216;-,6;,21;,3944;1,8733;-,1357;-,2332;,2272;-,1348;-,6555;1,0346;-1,238;,7942;1,0844;-,9792;1,1448;-1,8939;1,7411;1,2386;2,3693;1,3434;-,6615;,171;-,7823;1,0622;,739;-,1514;496,659;471,282
PRT0011;1;2;2;3;0;-1,322;-,94;-,18;-,4591;,074;-,6853;-,4411;-,5503;,0357;-,3253;1,0346;,6134;-,3253;1,0844;,7262;1,1448;-,687;1,7411;,3385;1,1262;-1,0599;,1265;,0348;-,7823;,7341;,739;-,0419;431,421;487,983
PRT0011;1;6;2;3;0;1,2686;1,5;1,36;1,4375;,7789;-,1357;1,4779;,7693;,0351;-,6555;,5029;-,8262;1,0781;1,0844;-,6888;1,1448;,4637;-,9827;,3385;-,8474;,8394;,0135;,4829;,2907;4,7142;,739;,6425;612,692;611,215
PRT0011;1;2;2;3;0;-1,4628;1,5;1,36;-,4713;-,2691;-,5813;-,5032;,0595;,4861;,3686;99;1,2403;1,4466;1,0844;-,9792;-,7233;-,4342;-,9827;-,5928;-,8842;,843;99;-,7782;99;-,594;,0721;-1,4129;547,383;521,812
PRT0011;1;3;2;4;1;-1,2175;,45;,59;-1,0283;-,2001;-1,2793;-1,1821;-1,2275;-1,5502;-,7784;,5029;-2,2177;2,6131;,4626;,3709;,9982;-1,8939;-,2139;-,5928;,2703;,855;-,2021;-,443;1,2618;-,5235;-1,7606;-,6866;485,453;539,543
PRT0015;1;6;6;2;0;,739;,8;,59;-,1202;-,3023;-,6853;,5438;,3875;-,328;,7743;1,0346;-,2934;,1499;,4626;,571;-,772;,4637;-,569;,3385;-,5182;-,8668;-,5252;,3018;,2907;1,3564;,739;,8279;576,325;551,359
PRT0015;2;4;2;99;1;-,9271;-,94;,59;-,5285;-,4182;-1,5532;,3436;-,4533;,0054;,299;99;-,6413;-1,3158;,443;-1,3898;,9982;1,8905;-,3121;-,5928;-,0614;,1904;99;-,6843;99;1,9885;,739;,4072;391,068;388,079
PRT0015;1;1;2;2;0;-,8978;1,5;1,36;,6637;,1655;1,1793;,165;,0895;-,1809;,2012;-,6576;,1744;,8628;,0281;-,2661;-,1015;1,1911;-,9827;-,5928;,7877;,3836;-1,1549;-,3184;,7703;-,6521;,739;-,1349;643,608;654,895
PRT0015;1;99;99;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;,3848;,739;,0901;636,134;635,451
PRT0015;1;4;4;4;0;-,0374;1,5;-1,72;,9854;-,1124;,0477;2,7801;2,6563;-,2546;,7743;99;,1744;-1,1285;1,0844;2,0054;1,8164;1,3423;1,243;1,2386;-,8109;-1,0731;99;2,7249;99;,1775;,739;2,2623;507,571;454,054
PRT0015;1;4;1;2;0;,0251;1,15;1,36;,7862;,7789;-,1357;,626;-,14;,373;2,0165;,2169;,5665;-,9016;,0281;,3709;1,1448;1,8905;1,348;,5012;-,0328;1,0789;-1,1549;,9517;-,7823;-,0343;,739;,8279;615,969;620,594
PRT0015;1;4;6;2;0;,7553;,1;,59;-,2725;,0422;,0477;-,4238;-,105;,1509;-,3253;,5029;,3684;-,9016;1,0844;,1244;-,1015;-,13;-,3121;,3385;-,4957;-,4064;-1,1549;-,4509;-,7823;2,2605;,0721;-,9295;550,718;542,254
PRT0015;2; ; ;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;-,1665;,739;-1,1809;380,213;401,739
PRT0015;1;5;5;5;1;-,3967;-1,64;-1,72;-,9244;-,0396;-,6853;-1,4821;-1,1562;,5845;,7743;,6364;,6797;,3568;-,6583;-,733;-,1015;-,13;,2621;1,2386;-,0614;-,5959;-,6615;,4846;,7703;,7305;,0721;,3685;450,08;379,171
PRT0015;1;4;99;99;0;-,1544;1,15;,59;,0124;,3851;-,6853;-,2032;-,112;-,5794;-,6555;99;-,2934;,1984;,0281;1,1811;-,1982;-1,0109;1,7411;1,2386;,3693;-,0059;99;,6818;99;-,2161;,739;-,0588;641,184;653,125
PRT0015;1;99;99;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;424,11;480,033
PRT0015;3;5;3;2;0;,7964;-1,29;-1,72;,6004;,2263;-,1357;,3304;1,0192;-1,4163;-,8111;-1,0657;-,8405;-,9016;-,6506;-,733;1,8164;-,9295;-2,1464;-1,566;-,4684;-1,4273;-1,1549;,1837;-,7823;,6771;,739;2,2623;665,546;636,347
PRT0015;1;2;2;2;1;-1,0953;-,6;-1,72;,1971;,3001;-,6853;,1023;-,6068;,1808;-,1625;1,0346;,1744;,2676;,0281;-2,345;-1,154;,052;-,3121;,7301;1,1262;-,8601;,3228;-,1843;99;2,764;,739;,3075;289,672;377,256
PRT0015;1;99;99;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;-,8092;,739;-1,0152;651,067;624,357
PRT0015;1;99;99;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;383,272;377,739
PRT0015;1;2;2;2;1;-1,0015;,1;-,18;-,7594;-,3487;-1,3835;-,2818;-,8794;-,0136;-1,1311;1,0346;-2,2177;-1,352;-,6583;2,0054;-,1015;,3335;-,9827;-,5928;-,5176;,8914;,0004;2,7249;-,7823;-1,2011;-,5553;-1,2799;475,128;496,241
PRT0015;1;99;99;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;,779;,0721;,7098;460,314;515,121
PRT0015;2;2;2;0;1;-,8765;-1,64;-1,72;-1,1844;-1,7773;-1,2622;-,3098;-,5742;-1,0988;-1,6391;99;-1,7928;-1,7421;-1,6206;,2653;-1,154;,8207;-,8645;-,5928;-,8386;-2,7142;,5881;-,2843;,6725;-,2218;-,5553;-,99;271,052;316,115
PRT0015;1;0;6;99;0;,2876;,45;1,36;,8267;,7789;1,1793;,2521;-,1536;,7198;2,0165;1,0346;1,3209;1,0781;1,0844;-,9792;1,8164;,4637;1,7411;-,5928;-,4531;-,3741;-1,1549;,6818;-,7823;,7654;-1,7606;,7098;444,603;479,347
PRT0015;1;2;2;5;0;-1,3078;1,5;,21;-,188;-1,084;,0477;,3867;,3443;1,8202;1,3195;1,0346;1,8245;-,3464;1,0844;1,1811;1,8164;-,687;,2621;1,2386;-,0614;-,3756;,2143;,6818;-,7823;-,7709;,739;-,5589;543,31;488,278
PRT0015;1;4;4;5;0;,8657;,45;1,36;1,8797;,5695;1,1793;1,4353;3,601;-1,0493;-1,1311;,6402;-1,6837;,6523;1,0844;2,0054;,9982;-,687;1,7411;,7301;1,59;,1904;,0963;-,0553;-,7823;,7523;,739;2,2623;558,712;599,594
PRT0015;1;6;3;2;0;1,0538;-1,29;-,95;,6218;,444;1,1793;,3456;1,4174;1,8202;,4755;1,0346;,6134;1,3555;1,0844;-,9372;-,2288;-1,4869;-2,1464;1,2386;,7728;-,3805;2,6128;-,627;,7703;99;99;99;261,666;403,889
PRT0015;1;1;0;3;0;-2,1057;-,25;,59;-1,0405;-,1075;-,6853;-1,3589;-1,2275;-,7874;-1,1311;-1,0657;-,3689;,4956;,0281;-,6888;,487;-,4342;-,9827;-,5928;,3858;-,2475;-1,1549;-,7362;-,7823;,8444;-,5553;1,1108;691,539;670,308
PRT0015;1;6;6;1;0;,3393;-,6;,59;-,3619;,3001;-,1357;-1,0365;-,6068;-,2546;-1,6391;1,0346;1,0307;2,6131;1,0844;-,6888;-,772;,4637;-,267;-,5928;-1,0583;-,6396;,5881;-,9194;,7703;,0725;,739;,0327;564,252;574,631
PRT0015;1;99;99;99;9; ; ; ;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;-,0922;,739;,0935;505,465;534,929
PRT0003;1;2;4;2;0;-,0814;-,6;,59;,5344;,3851;1,1793;,3854;,0895;-,2546;-1,6391;1,0346;-,6079;-,4423;1,0844;,7871;-,707;,8794;,9269;-,5928;-,0614;,1904;-,4235;-,3184;-,7823;,0303;99;,0327;592,675;518,357
PRT0003;1;3;2;4;1;-,9185;-1,64;,98;-,2469;-,1643;,0477;-,0891;-,3629;,3183;,5121;-,6576;,1744;,4627;,0083;-,9792;-,1015;-,4342;-,3121;-,5928;-1,0812;-,3756;1,0167;,165;,1462;,2526;,739;-,9738;321,363;360,915
PRT0003;1;0;0;2;0;-2,6409;-,25;-1,34;-1,0669;,5695;-1,0527;-1,6879;-2,9116;,6525;,2012;1,0346;,9278;,7546;-,6506;,1956;-,6545;-1,8939;1,7411;-,5928;-,4684;2,3535;-,6615;2,7249;-,7823;-,5227;,739;,7571;536,718;645,23
PRT0003;3;99;3;99;0;-,3393;-1,64;-1,72;1,1924;,7789;-,1357;1,0553;,3875;-,0424;-,3253;-1,5824;-,6413;-,4423;-,6583;2,0054;-,6545;-,2006;,2621;-,5928;-,0614;,1904;,3228;,6818;-,7823;-,3804;,739;,9014;574,612;619,03
PRT0003;1;4;1;3;0;-,5007;-,6;,59;,5827;,7789;-,1357;,3854;-,112;-,4616;,7743;-,6576;-,2934;-1,3214;-,6583;,3709;-1,071;-,687;-,9827;1,2386;-,0614;-,4742;-1,1549;,0348;,2907;-,5492;-1,7606;,3075;547,097;549,956
PRT0003;1;3;99;3;0;,5333;,45;,59;,8574;,7789;1,1793;,3513;,6901;-1,3309;-1,1311;1,0346;-1,0615;-,2204;-,6583;,1956;-,1015;,8794;-,523;,7301;-,0614;,0346;,5881;-,4839;99;1,7177;,739;-,5589;546,897;499,943
PRT0003;1;6;2;99;0;,5883;,8;1,36;-,4762;,5695;-,6853;-1,079;-1,2275;-,461;,299;,6364;-1,7928;,6523;,4667;-,733;-,1015;-,7592;-,6723;-,5928;-,8109;-,1137;-,1899;,6818;-,7823;-,4893;-1,2776;-,0419;448,939;430,571
PRT0003;1;5;0;1;1;,5793;1,15;,21;,0189;-,7691;-,6853;1,3684;,7693;-,1803;-1,1311;-2,0819;-,8547;-,5262;,4626;-,9792;-,1015;,8794;-,92;-1,3186;-1,4895;-,5456;,6266;-,4509;-,7823;,5254;,0721;2,2623;469,087;431,088
PRT0003;1;3;1;3;1;-,4962;-,6;-,95;-,443;,3001;-,6853;-,7674;-1,4787;1,8202;-,3253;-,6576;,1744;-,4423;-,6583;-2,345;-1,3692;-,687;,2621;-,5928;-,4684;-,9477;,5881;,6818;-,7823;1,9349;-1,0722;1,0113;456,838;453,727
PRT0003;1;4;4;2;0;-,1959;,45;-,57;-,629;-1,084;-,6853;-,0044;-,8794;-1,3309;-,6555;,2169;-,6413;-,4556;,0042;-,2661;-1,1187;-,3799;,2621;-,5928;-1,0352;-,9477;1,1929;-,3184;,2907;,1539;,739;,8279;520,975;503,557
PRT0003;1;2;5;3;0;,7413;,1;-1,72;,6858;,1655;-,1357;,6256;,1042;-1,1487;-,3253;1,0346;-2,2177;2,6131;1,0844;,7871;1,8164;-,687;1,243;1,2386;1,1268;1,2684;,3228;-,9166;-,7823;1,038;,739;1,1108;604,913;564,021
PRT0003;1;4;6;1;1;-,313; ; ;-,3341;-,5466;1,1793;-,1135;-,2717;1,8202;,5121;-,6576;,1744;-,2994;,443;2,0054;-,1015;-1,8939;1,7411;-,5928;-,0614;,1904;,5881;-,5959;-,7823;,6771;,739;-,2938;257,847;379,255
PRT0003;1;2;2;2;1;-1,5834;,8;-,18;-,2998;-,4377;-,6853;,1432;-,4311;,286;-,3253;-,6576;1,8245;,4627;1,0844;,1956;-,6545;-,9295;-,1652;,3385;,4152;,0887;-1,1549;-,3246;-,7823;,5025;-1,7606;,7098;332,505;460,886
PRT0003;1;1;0;3;0;-1,9418;1,5;1,36;-,0575;-,5466;-,6853;,9557;,3875;-,0418;-,0008;1,0346;1,1908;1,4764;1,0844;-,9792;1,8164;-1,8939;,9269;1,2386;,8496;,3716;-1,1549;,472;-,7823;,8732;,739;,5133;478,368;484,278
PRT0003;1;4;6;2;0;1,0066;,8;,59;,2011;-,4377;-1,0118;1,4086;,135;-2,1693;-,9181;-,6576;-1,0615;-1,0279;-,6583;-,5707;-1,3692;-,13;,2621;1,2386;-,5536;-,4765;-,4235;-,3184;-,7823;-,3128;-,115;,0895;471,851;452,161
PRT0003;1;4;0;2;0;-,3727;-,94;-,18;-,1539;,5695;-,1357;-,7984;-,8794;-,7139;-1,6391;-1,1817;-,5905;,1816;-,6583;-1,2263;-1,071;-,687;-1,1437;-,5928;-,8273;-,5076;-1,1549;-1,426;1,1625;,7275;-1,7606;-,4768;457,58;460,876
PRT0003;1;6;6;2;0;,8032;-1,64;-,18;-,2795;,1075;-1,0118;-,2713;-,8794;-1,3309;-,99;1,0346;-2,2177;,8628;1,0844;,4352;1,1448;1,8905;,2621;,7301;-1,5508;,4885;1,6728;-,4884;,2907;1,108;,739;-1,0017;536,76;484,615
PRT0003;1;4;4;2;0;-,9913;-,6;1,36;-,3106;-,0999;1,1793;-,5572;-,6231;1,1049;,5121;1,0346;,5665;,391;1,0844;-1,3898;1,0596;-1,4869;1,348;1,2386;,7872;,6326;-1,1549;,9517;-,7823;-1,3885;,0721;2,2623;581,704;544,656
PRT0003;1;1;1;99;1;-,154;,45;-,18;1,7902;1,8733;1,1793;1,5665;,6901;1,8202;1,1225;-,6576;1,8245;-,1542;1,0844;,1956;-,1015;-,9823;,2621;-,5928;,3444;,4852;-1,1549;-,3231;-,7823;-,7671;-,0472;-1,4129;444,065;470,546
PRT0003;1;6;6;2;0;,8205;,1;,59;,0708;-,5466;-,1357;,4206;,3875;-1,0988;-1,6391;1,0346;-,8547;,2363;1,0844;1,1811;,487;-,4342;-,3121;1,2386;-,0614;,9191;1,3304;,165;-,7823;2,2123;,739;,3075;607,763;593,407
PRT0003;1;4;6;1;0;,2453;-,25;-,57;-,0532;,2383;-,6853;-,1402;-,8794;-,227;,2682;-1,1847;,1744;,7178;,4626;-1,7664;-,1015;,8794;-2,1464;-1,3186;-,5176;,9355;1,7356;-,3472;,8233;,1539;,739;-,0621;514,702;476,815
PRT0018;1;2;0;3;0;-,738;-,25;,98;-,0369;,5159;-,6853;-,42;-,8794;,182;,2682;-,6576;,1744;-,0176;1,0844;-,4112;-,1015;,052;-,9827;1,2386;-,4684;-,3409;-1,1549;-,3246;-,7823;-,4158;,739;1,369;552,718;507,399
PRT0018;1;6;6;3;0;,1468;,8;1,36;,0053;,0422;1,1793;-,3034;-,044;,0054;,2682;1,0346;,5665;-,2704;1,0844;,6314;-,1015;,4637;,2621;-,5928;,0501;,0346;-,2861;-,8273;,2907;-1,0014;,739;-,8972;494,072;431,251
PRT0018;1;4;6;2;0;-,1748;1,5;,59;-,1626;-,1643;-,6853;,0834;-,349;1,1049;1,3514;1,0346;,8874;-,4423;1,0844;2,0054;1,1448;,1097;,9759;1,2386;-,0328;,2072;-,6615;-,0358;,2308;,3849;,739;,7098;466,324;544,88
PRT0018;1;0;0;1;0;-2,6071;,1;1,36;-,7192;-,3834;-,6853;-,42;-,8794;-1,0499;-1,256;1,0346;1,8245;,5793;1,0844;,571;,6291;-,9823;1,348;1,2386;,7872;-,4609;-1,1549;,6818;-,7823;,9645;,739;,1886;469,643;526,512
PRT0018;1;1;1;1;0;-1,5678;,45;,59;-,9511;-,4377;1,1793;-1,3133;-1,146;,2329;-,1625;-1,5824;,636;,2493;1,0844;-,7766;-,8757;-1,8939;-,92;-1,3186;-1,2865;,9753;-1,1549;-,3004;,8615;,4363;-,4858;,3685;340,676;422,319
